,Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
1880,City of Wilsonville,Nitrate,0.499 ppm,0.14 ppm,10 ppm
1881,City of Wilsonville,Nitrate and nitrite,0.499 ppm,0.14 ppm,10 ppm
1882,City of Wilsonville,Total trihalomethanes (TTHMs)†,13.0 ppb,0.15 ppb,80 ppb
1883,City of Wilsonville,Barium,5.50 ppb,700 ppb,"2,000 ppb"
1884,City of Wilsonville,Chlorate,92.3 ppb,210 ppb,
1885,City of Wilsonville,Chromium (total),0.00588 ppb,,100 ppb
1886,City of Wilsonville,Manganese,3.12 ppb,100 ppb,
1887,City of Wilsonville,Strontium,0.0380 ppb,"1,500 ppb",
1888,City of Wilsonville,Vanadium,1.59 ppb,21 ppb,
1889,City of Wilsonville,None,,,
1890,Bend Water Department,Arsenic,0.664 ppb,0.004 ppb,10 ppb
1891,Bend Water Department,Chromium (hexavalent),0.477 ppb,0.02 ppb,
1892,Bend Water Department,Haloacetic acids (HAA5)†,9.81 ppb,0.1 ppb,60 ppb
1893,Bend Water Department,Haloacetic acids (HAA9)†,6.49 ppb,0.06 ppb,
1894,Bend Water Department,Total trihalomethanes (TTHMs)†,8.50 ppb,0.15 ppb,80 ppb
1895,Bend Water Department,"1,4-Dioxane",0.00773 ppb,0.35 ppb,
1896,Bend Water Department,Barium,1.33 ppb,700 ppb,"2,000 ppb"
1897,Bend Water Department,Chlorate,11.0 ppb,210 ppb,
1898,Bend Water Department,Chromium (total),0.429 ppb,,100 ppb
1899,Bend Water Department,Fluoride,0.0400 ppm,,4 ppm
1900,Bend Water Department,Manganese,0.205 ppb,100 ppb,
1901,Bend Water Department,Nitrate,0.0747 ppm,0.14 ppm,10 ppm
1902,Bend Water Department,Nitrate and nitrite,0.1000 ppm,0.14 ppm,10 ppm
1903,Bend Water Department,Strontium,0.0297 ppb,"1,500 ppb",
1904,Bend Water Department,Vanadium,10.3 ppb,21 ppb,
1905,Bend Water Department,None,,,
1906,Redmond Water Department,Chromium (hexavalent),1.23 ppb,0.02 ppb,
1907,Redmond Water Department,Haloacetic acids (HAA9)†,0.325 ppb,0.06 ppb,
1908,Redmond Water Department,Nitrate,0.677 ppm,0.14 ppm,10 ppm
1909,Redmond Water Department,Total trihalomethanes (TTHMs)†,0.870 ppb,0.15 ppb,80 ppb
1910,Redmond Water Department,Chromium (total),1.20 ppb,,100 ppb
1911,Redmond Water Department,Di(2-ethylhexyl) phthalate,0.0276 ppb,3 ppb,6 ppb
1912,Redmond Water Department,Manganese,0.0429 ppb,100 ppb,
1913,Redmond Water Department,Molybdenum,0.311 ppb,40 ppb,
1914,Redmond Water Department,Strontium,0.0553 ppb,"1,500 ppb",
1915,Redmond Water Department,Uranium,0.38 pCi/L,0.43 pCi/L,20 pCi/L
1916,Redmond Water Department,Vanadium,18.5 ppb,21 ppb,
1917,Redmond Water Department,None,,,
1918,Avion Water Company - Avion,Arsenic,2.00 ppb,0.004 ppb,10 ppb
1919,Avion Water Company - Avion,Chromium (hexavalent),0.856 ppb,0.02 ppb,
1920,Avion Water Company - Avion,Barium,1.17 ppb,700 ppb,"2,000 ppb"
1921,Avion Water Company - Avion,Chromium (total),0.729 ppb,,100 ppb
1922,Avion Water Company - Avion,Fluoride,0.103 ppm,,4 ppm
1923,Avion Water Company - Avion,Molybdenum,0.143 ppb,40 ppb,
1924,Avion Water Company - Avion,Nitrate,0.0825 ppm,0.14 ppm,10 ppm
1925,Avion Water Company - Avion,Nitrate and nitrite,0.122 ppm,0.14 ppm,10 ppm
1926,Avion Water Company - Avion,Strontium,0.0256 ppb,"1,500 ppb",
1927,Avion Water Company - Avion,Vanadium,16.0 ppb,21 ppb,
1928,Avion Water Company - Avion,None,,,
1929,"Prineville, City of",Arsenic,0.333 ppb,0.004 ppb,10 ppb
1930,"Prineville, City of",Haloacetic acids (HAA5)†,0.650 ppb,0.1 ppb,60 ppb
1931,"Prineville, City of",Nitrate,1.17 ppm,0.14 ppm,10 ppm
1932,"Prineville, City of",Nitrate and nitrite,0.807 ppm,0.14 ppm,10 ppm
1933,"Prineville, City of","Radium, combined (-226 &amp; -228)",0.23 pCi/L,0.05 pCi/L,5 pCi/L
1934,"Prineville, City of",Total trihalomethanes (TTHMs)†,5.10 ppb,0.15 ppb,80 ppb
1935,"Prineville, City of",Uranium,0.89 pCi/L,0.43 pCi/L,20 pCi/L
1936,"Prineville, City of",Barium,2.00 ppb,700 ppb,"2,000 ppb"
1937,"Prineville, City of",Chromium (total),0.667 ppb,,100 ppb
1938,"Prineville, City of",Fluoride,0.814 ppm,,4 ppm
1939,"Prineville, City of",None,,,
1940,Roats Water System,Arsenic,2.87 ppb,0.004 ppb,10 ppb
1941,Roats Water System,Barium,1.000 ppb,700 ppb,"2,000 ppb"
1942,Roats Water System,Fluoride,0.149 ppm,,4 ppm
1943,Roats Water System,Nitrate,0.0279 ppm,0.14 ppm,10 ppm
1944,Roats Water System,Nitrate and nitrite,0.0800 ppm,0.14 ppm,10 ppm
1945,Roats Water System,None,,,
1946,Agate Water System,Arsenic,4.03 ppb,0.004 ppb,10 ppb
1947,Agate Water System,Barium,1.33 ppb,700 ppb,"2,000 ppb"
1948,Agate Water System,Chromium (total),0.800 ppb,,100 ppb
1949,Agate Water System,Fluoride,0.110 ppm,,4 ppm
1950,Agate Water System,Nitrate,0.0663 ppm,0.14 ppm,10 ppm
1951,Agate Water System,Nitrate and nitrite,0.0333 ppm,0.14 ppm,10 ppm
1952,Agate Water System,Selenium,1.20 ppb,30 ppb,50 ppb
1953,Agate Water System,None,,,
1954,Sunriver Water LLC/sunriver Utilities,Arsenic,3.33 ppb,0.004 ppb,10 ppb
1955,Sunriver Water LLC/sunriver Utilities,Asbestos,2.71 MFL,,7 MFL
1956,Sunriver Water LLC/sunriver Utilities,Barium,8.00 ppb,700 ppb,"2,000 ppb"
1957,Sunriver Water LLC/sunriver Utilities,Chromium (total),0.500 ppb,,100 ppb
1958,Sunriver Water LLC/sunriver Utilities,Nitrate,0.0440 ppm,0.14 ppm,10 ppm
1959,Sunriver Water LLC/sunriver Utilities,Nitrate and nitrite,0.0550 ppm,0.14 ppm,10 ppm
1960,Sunriver Water LLC/sunriver Utilities,Nitrite,0.0550 ppm,,1 ppm
1961,Sunriver Water LLC/sunriver Utilities,None,,,
1962,"Sisters, City of",Arsenic,1.50 ppb,0.004 ppb,10 ppb
1963,"Sisters, City of",Nitrate,0.503 ppm,0.14 ppm,10 ppm
1964,"Sisters, City of",Nitrate and nitrite,0.375 ppm,0.14 ppm,10 ppm
1965,"Sisters, City of",Total trihalomethanes (TTHMs)†,2.62 ppb,0.15 ppb,80 ppb
1966,"Sisters, City of",Barium,2.00 ppb,700 ppb,"2,000 ppb"
1967,"Sisters, City of",Fluoride,0.145 ppm,,4 ppm
1968,"Sisters, City of",None,,,
1969,Water Wonderland Improvement District 1,Arsenic,3.00 ppb,0.004 ppb,10 ppb
1970,Water Wonderland Improvement District 1,Chromium (total),1.000 ppb,,100 ppb
1971,Water Wonderland Improvement District 1,Nitrate,0.0500 ppm,0.14 ppm,10 ppm
1972,Water Wonderland Improvement District 1,Nitrate and nitrite,0.140 ppm,0.14 ppm,10 ppm
1973,Water Wonderland Improvement District 1,None,,,
1974,"La Pine, City of",Arsenic,1.000 ppb,0.004 ppb,10 ppb
1975,"La Pine, City of",Nitrate,0.0467 ppm,0.14 ppm,10 ppm
1976,"La Pine, City of",None,,,
1977,Terrebonne Domestic Water District,Arsenic,1.000 ppb,0.004 ppb,10 ppb
1978,Terrebonne Domestic Water District,Nitrate,1.13 ppm,0.14 ppm,10 ppm
1979,Terrebonne Domestic Water District,Uranium,0.67 pCi/L,0.43 pCi/L,20 pCi/L
1980,Terrebonne Domestic Water District,None,,,
1981,Black Mountain Meadow Condos,Arsenic,4.60 ppb,0.004 ppb,10 ppb
1982,Black Mountain Meadow Condos,Chromium (total),0.639 ppb,,100 ppb
1983,Black Mountain Meadow Condos,Fluoride,1.74 ppm,,4 ppm
1984,Black Mountain Meadow Condos,Mercury (inorganic),0.0805 ppb,1.2 ppb,2 ppb
1985,Black Mountain Meadow Condos,None,,,
1986,"Boardman, City of",Arsenic,1.16 ppb,0.004 ppb,10 ppb
1987,"Boardman, City of",Chromium (hexavalent),0.126 ppb,0.02 ppb,
1988,"Boardman, City of",Haloacetic acids (HAA5)†,7.21 ppb,0.1 ppb,60 ppb
1989,"Boardman, City of",Nitrate,1.86 ppm,0.14 ppm,10 ppm
1990,"Boardman, City of",Nitrate and nitrite,1.86 ppm,0.14 ppm,10 ppm
1991,"Boardman, City of",Total trihalomethanes (TTHMs)†,22.5 ppb,0.15 ppb,80 ppb
1992,"Boardman, City of",Uranium,1.51 pCi/L,0.43 pCi/L,20 pCi/L
1993,"Boardman, City of",Barium,18.2 ppb,700 ppb,"2,000 ppb"
1994,"Boardman, City of",Chlorate,128.8 ppb,210 ppb,
1995,"Boardman, City of",Chromium (total),0.426 ppb,,100 ppb
1996,"Boardman, City of",Fluoride,0.189 ppm,,4 ppm
1997,"Boardman, City of",Molybdenum,0.575 ppb,40 ppb,
1998,"Boardman, City of",Strontium,0.123 ppb,"1,500 ppb",
1999,"Boardman, City of",Vanadium,3.79 ppb,21 ppb,
2000,"Boardman, City of",None,,,
2001,Country Garden Estates Mobile Home Park,Arsenic,7.10 ppb,0.004 ppb,10 ppb
2002,Country Garden Estates Mobile Home Park,Nitrate,6.52 ppm,0.14 ppm,10 ppm
2003,Country Garden Estates Mobile Home Park,Nitrate and nitrite,5.92 ppm,0.14 ppm,10 ppm
2004,Country Garden Estates Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.94 pCi/L,0.05 pCi/L,5 pCi/L
2005,Country Garden Estates Mobile Home Park,Total trihalomethanes (TTHMs)†,4.34 ppb,0.15 ppb,80 ppb
2006,Country Garden Estates Mobile Home Park,Uranium,6.03 pCi/L,0.43 pCi/L,20 pCi/L
2007,Country Garden Estates Mobile Home Park,Barium,78.0 ppb,700 ppb,"2,000 ppb"
2008,Country Garden Estates Mobile Home Park,Chromium (total),1.50 ppb,,100 ppb
2009,Country Garden Estates Mobile Home Park,Fluoride,0.245 ppm,,4 ppm
2010,Country Garden Estates Mobile Home Park,Selenium,1.30 ppb,30 ppb,50 ppb
2011,Country Garden Estates Mobile Home Park,None,,,
2012,"Heppner, City of",Total trihalomethanes (TTHMs)†,3.28 ppb,0.15 ppb,80 ppb
2013,"Heppner, City of",Uranium,0.27 pCi/L,0.43 pCi/L,20 pCi/L
2014,"Heppner, City of",None,,,
2015,"Ione, City of",Arsenic,1.14 ppb,0.004 ppb,10 ppb
2016,"Ione, City of","Radium, combined (-226 &amp; -228)",1.60 pCi/L,0.05 pCi/L,5 pCi/L
2017,"Ione, City of",Nitrate,0.253 ppm,0.14 ppm,10 ppm
2018,"Ione, City of",None,,,
2019,"Irrigon, City of",Arsenic,2.47 ppb,0.004 ppb,10 ppb
2020,"Irrigon, City of",Haloacetic acids (HAA5)†,3.34 ppb,0.1 ppb,60 ppb
2021,"Irrigon, City of",Nitrate,0.411 ppm,0.14 ppm,10 ppm
2022,"Irrigon, City of",Nitrate and nitrite,0.943 ppm,0.14 ppm,10 ppm
2023,"Irrigon, City of",Total trihalomethanes (TTHMs)†,12.3 ppb,0.15 ppb,80 ppb
2024,"Irrigon, City of",Barium,19.6 ppb,700 ppb,"2,000 ppb"
2025,"Irrigon, City of",Chromium (total),1.08 ppb,,100 ppb
2026,"Irrigon, City of",Fluoride,0.158 ppm,,4 ppm
2027,"Irrigon, City of",None,,,
2028,"Lexington, City Of",Nitrate,0.150 ppm,0.14 ppm,10 ppm
2029,"Lexington, City Of",None,,,
2030,Lorna Portland Water LLC,Arsenic*,0.420 ppb,0.004 ppb,10 ppb
2031,Lorna Portland Water LLC,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
2032,Lorna Portland Water LLC,Haloacetic acids (HAA9)*†,30.6 ppb,0.06 ppb,
2033,Lorna Portland Water LLC,Total trihalomethanes (TTHMs)†,23.4 ppb,0.15 ppb,80 ppb
2034,Lorna Portland Water LLC,Barium*,5.23 ppb,700 ppb,"2,000 ppb"
2035,Lorna Portland Water LLC,Chlorate*,317.5 ppb,210 ppb,
2036,Lorna Portland Water LLC,Chromium (hexavalent)*,0.0362 ppb,0.02 ppb,
2037,Lorna Portland Water LLC,Chromium (total)*,0.0430 ppb,,100 ppb
2038,Lorna Portland Water LLC,Fluoride*,0.0767 ppm,,4 ppm
2039,Lorna Portland Water LLC,Manganese*,17.3 ppb,100 ppb,
2040,Lorna Portland Water LLC,Nitrate,0.0398 ppm,0.14 ppm,10 ppm
2041,Lorna Portland Water LLC,Nitrate and nitrite*,0.111 ppm,0.14 ppm,10 ppm
2042,Lorna Portland Water LLC,Strontium*,0.0260 ppb,"1,500 ppb",
2043,Lorna Portland Water LLC,Vanadium*,0.764 ppb,21 ppb,
2044,Cty of Gresham,Haloacetic acids (HAA5)†,28.1 ppb,0.1 ppb,60 ppb
2045,Cty of Gresham,Haloacetic acids (HAA9)†,30.1 ppb,0.06 ppb,
2046,Cty of Gresham,Total trihalomethanes (TTHMs)†,30.5 ppb,0.15 ppb,80 ppb
2047,Cty of Gresham,Chlorate,9.13 ppb,210 ppb,
2048,Cty of Gresham,Chromium (hexavalent),0.0279 ppb,0.02 ppb,
2049,Cty of Gresham,Chromium (total),0.0350 ppb,,100 ppb
2050,Cty of Gresham,Manganese,8.53 ppb,100 ppb,
2051,Cty of Gresham,Strontium,0.0175 ppb,"1,500 ppb",
2052,Cty of Gresham,Vanadium,0.291 ppb,21 ppb,
2053,Cty of Gresham,None,,,
2054,Rockwood People's Utilities Department,Haloacetic acids (HAA5)†,30.5 ppb,0.1 ppb,60 ppb
2055,Rockwood People's Utilities Department,Haloacetic acids (HAA9)†,24.8 ppb,0.06 ppb,
2056,Rockwood People's Utilities Department,Total trihalomethanes (TTHMs)†,30.5 ppb,0.15 ppb,80 ppb
2057,Rockwood People's Utilities Department,Barium,15.5 ppb,700 ppb,"2,000 ppb"
2058,Rockwood People's Utilities Department,Chlorate,8.75 ppb,210 ppb,
2059,Rockwood People's Utilities Department,Chromium (hexavalent),0.0310 ppb,0.02 ppb,
2060,Rockwood People's Utilities Department,Fluoride,0.125 ppm,,4 ppm
2061,Rockwood People's Utilities Department,Manganese,7.48 ppb,100 ppb,
2062,Rockwood People's Utilities Department,Nitrate,0.0129 ppm,0.14 ppm,10 ppm
2063,Rockwood People's Utilities Department,Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
2064,Rockwood People's Utilities Department,Strontium,0.0151 ppb,"1,500 ppb",
2065,Rockwood People's Utilities Department,Vanadium,0.166 ppb,21 ppb,
2066,Rockwood People's Utilities Department,None,,,
2067,Burlington Water Department,Arsenic,0.429 ppb,0.004 ppb,10 ppb
2068,Burlington Water Department,Bromodichloromethane,7.86 ppb,0.06 ppb,
2069,Burlington Water Department,Chloroform,11.3 ppb,0.4 ppb,
2070,Burlington Water Department,Dibromoacetic acid,2.69 ppb,0.04 ppb,
2071,Burlington Water Department,Dibromochloromethane,4.07 ppb,0.1 ppb,
2072,Burlington Water Department,Dichloroacetic acid,9.97 ppb,0.2 ppb,
2073,Burlington Water Department,Haloacetic acids (HAA5)†,21.6 ppb,0.1 ppb,60 ppb
2074,Burlington Water Department,Haloacetic acids (HAA9)†,27.6 ppb,0.06 ppb,
2075,Burlington Water Department,Nitrate,0.367 ppm,0.14 ppm,10 ppm
2076,Burlington Water Department,Total trihalomethanes (TTHMs)†,29.2 ppb,0.15 ppb,80 ppb
2077,Burlington Water Department,Trichloroacetic acid,7.89 ppb,0.1 ppb,
2078,Burlington Water Department,Trichloroethylene,1.88 ppb,0.4 ppb,5 ppb
2079,Burlington Water Department,"1,1-Dichloroethane",0.309 ppb,3 ppb,
2080,Burlington Water Department,"1,1-Dichloroethylene",0.237 ppb,,7 ppb
2081,Burlington Water Department,"1,4-Dioxane",0.178 ppb,0.35 ppb,
2082,Burlington Water Department,Aluminum,24.2 ppb,600 ppb,
2083,Burlington Water Department,Barium,32.1 ppb,700 ppb,"2,000 ppb"
2084,Burlington Water Department,Bromoform,0.488 ppb,0.5 ppb,
2085,Burlington Water Department,Chlorate,218.3 ppb,210 ppb,
2086,Burlington Water Department,Chloromethane,0.00445 ppb,2.69 ppb,
2087,Burlington Water Department,Chromium (hexavalent),0.0396 ppb,0.02 ppb,
2088,Burlington Water Department,Chromium (total),0.198 ppb,,100 ppb
2089,Burlington Water Department,"cis-1,2-Dichloroethylene",1.39 ppb,,70 ppb
2090,Burlington Water Department,Cyanide,8.57 ppb,,200 ppb
2091,Burlington Water Department,Fluoride,0.793 ppm,,4 ppm
2092,Burlington Water Department,Manganese,15.2 ppb,100 ppb,
2093,Burlington Water Department,Monobromoacetic acid,0.230 ppb,25 ppb,
2094,Burlington Water Department,Monochloroacetic acid,0.479 ppb,53 ppb,
2095,Burlington Water Department,Nitrite,0.0363 ppm,,1 ppm
2096,Burlington Water Department,Perchlorate,0.259 ppb,1 ppb,
2097,Burlington Water Department,Selenium,1.000 ppb,30 ppb,50 ppb
2098,Burlington Water Department,Strontium,0.168 ppb,"1,500 ppb",
2099,Burlington Water Department,None,,,
2100,Wapato Moorage Association,Nitrate,0.354 ppm,0.14 ppm,10 ppm
2101,Wapato Moorage Association,Nitrate and nitrite,0.292 ppm,0.14 ppm,10 ppm
2102,Wapato Moorage Association,Barium,1.37 ppb,700 ppb,"2,000 ppb"
2103,Wapato Moorage Association,Fluoride,0.185 ppm,,4 ppm
2104,Wapato Moorage Association,Nitrite,0.0104 ppm,,1 ppm
2105,Wapato Moorage Association,None,,,
2106,Manna House Church,Arsenic,0.850 ppb,0.004 ppb,10 ppb
2107,Manna House Church,Nitrate,4.65 ppm,0.14 ppm,10 ppm
2108,Manna House Church,Nitrate and nitrite,4.54 ppm,0.14 ppm,10 ppm
2109,Manna House Church,Tetrachloroethylene (perchloroethylene),0.518 ppb,0.06 ppb,5 ppb
2110,Manna House Church,Total trihalomethanes (TTHMs)†,2.68 ppb,0.15 ppb,80 ppb
2111,Manna House Church,Barium,6.80 ppb,700 ppb,"2,000 ppb"
2112,Manna House Church,Fluoride,0.0700 ppm,,4 ppm
2113,Manna House Church,Haloacetic acids (HAA5)†,0.175 ppb,0.1 ppb,60 ppb
2114,Manna House Church,None,,,
2115,City of Troutdale,Arsenic,0.411 ppb,0.004 ppb,10 ppb
2116,City of Troutdale,Haloacetic acids (HAA9)†,0.395 ppb,0.06 ppb,
2117,City of Troutdale,Nitrate,0.425 ppm,0.14 ppm,10 ppm
2118,City of Troutdale,Nitrate and nitrite,0.362 ppm,0.14 ppm,10 ppm
2119,City of Troutdale,Total trihalomethanes (TTHMs)†,0.388 ppb,0.15 ppb,80 ppb
2120,City of Troutdale,Barium,21.1 ppb,700 ppb,"2,000 ppb"
2121,City of Troutdale,Chlorate,60.6 ppb,210 ppb,
2122,City of Troutdale,Chromium (hexavalent),0.00225 ppb,0.02 ppb,
2123,City of Troutdale,Fluoride,0.0644 ppm,,4 ppm
2124,City of Troutdale,Germanium,0.521 ppb,,
2125,City of Troutdale,Haloacetic acids (HAA5)†,0.0227 ppb,0.1 ppb,60 ppb
2126,City of Troutdale,Manganese,44.5 ppb,100 ppb,
2127,City of Troutdale,Molybdenum,1.46 ppb,40 ppb,
2128,City of Troutdale,Strontium,0.0729 ppb,"1,500 ppb",
2129,City of Troutdale,Vanadium,0.319 ppb,21 ppb,
2130,City of Troutdale,None,,,
2131,Corbett Water District,Haloacetic acids (HAA5)†,30.1 ppb,0.1 ppb,60 ppb
2132,Corbett Water District,Total trihalomethanes (TTHMs)†,22.5 ppb,0.15 ppb,80 ppb
2133,Corbett Water District,Nitrate,0.00400 ppm,0.14 ppm,10 ppm
2134,Corbett Water District,None,,,
2135,"Fairview, City of",Haloacetic acids (HAA5)†,0.757 ppb,0.1 ppb,60 ppb
2136,"Fairview, City of",Nitrate,0.613 ppm,0.14 ppm,10 ppm
2137,"Fairview, City of",Tetrachloroethylene (perchloroethylene),1.55 ppb,0.06 ppb,5 ppb
2138,"Fairview, City of",Total trihalomethanes (TTHMs)†,10.00 ppb,0.15 ppb,80 ppb
2139,"Fairview, City of",Xylenes (total),0.375 ppb,"1,800 ppb","10,000 ppb"
2140,"Fairview, City of",None,,,
2141,Interlachen Water People's Utility District,Nitrate,0.514 ppm,0.14 ppm,10 ppm
2142,Interlachen Water People's Utility District,None,,,
2143,Lorna Portland Water LLC,Arsenic*,0.420 ppb,0.004 ppb,10 ppb
2144,Lorna Portland Water LLC,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
2145,Lorna Portland Water LLC,Haloacetic acids (HAA9)*†,30.6 ppb,0.06 ppb,
2146,Lorna Portland Water LLC,Total trihalomethanes (TTHMs)†,23.4 ppb,0.15 ppb,80 ppb
2147,Lorna Portland Water LLC,Barium*,5.23 ppb,700 ppb,"2,000 ppb"
2148,Lorna Portland Water LLC,Chlorate*,317.5 ppb,210 ppb,
2149,Lorna Portland Water LLC,Chromium (hexavalent)*,0.0362 ppb,0.02 ppb,
2150,Lorna Portland Water LLC,Chromium (total)*,0.0430 ppb,,100 ppb
2151,Lorna Portland Water LLC,Fluoride*,0.0767 ppm,,4 ppm
2152,Lorna Portland Water LLC,Manganese*,17.3 ppb,100 ppb,
2153,Lorna Portland Water LLC,Nitrate,0.0398 ppm,0.14 ppm,10 ppm
2154,Lorna Portland Water LLC,Nitrate and nitrite*,0.111 ppm,0.14 ppm,10 ppm
2155,Lorna Portland Water LLC,Strontium*,0.0260 ppb,"1,500 ppb",
2156,Lorna Portland Water LLC,Vanadium*,0.764 ppb,21 ppb,
2157,Lusted Water District,Arsenic*,0.420 ppb,0.004 ppb,10 ppb
2158,Lusted Water District,Haloacetic acids (HAA5)†,27.7 ppb,0.1 ppb,60 ppb
2159,Lusted Water District,Haloacetic acids (HAA9)*†,30.6 ppb,0.06 ppb,
2160,Lusted Water District,Total trihalomethanes (TTHMs)†,30.6 ppb,0.15 ppb,80 ppb
2161,Lusted Water District,Barium*,5.23 ppb,700 ppb,"2,000 ppb"
2162,Lusted Water District,Chlorate*,317.5 ppb,210 ppb,
2163,Lusted Water District,Chromium (hexavalent)*,0.0362 ppb,0.02 ppb,
2164,Lusted Water District,Chromium (total)*,0.0430 ppb,,100 ppb
2165,Lusted Water District,Fluoride*,0.0767 ppm,,4 ppm
2166,Lusted Water District,Manganese*,17.3 ppb,100 ppb,
2167,Lusted Water District,Nitrate,0.0510 ppm,0.14 ppm,10 ppm
2168,Lusted Water District,Nitrate and nitrite*,0.111 ppm,0.14 ppm,10 ppm
2169,Lusted Water District,Strontium*,0.0260 ppb,"1,500 ppb",
2170,Lusted Water District,Vanadium*,0.764 ppb,21 ppb,
2171,Mayfair Moorage Inc.,Arsenic,5.59 ppb,0.004 ppb,10 ppb
2172,Mayfair Moorage Inc.,Total trihalomethanes (TTHMs)†,6.90 ppb,0.15 ppb,80 ppb
2173,Mayfair Moorage Inc.,Barium,13.0 ppb,700 ppb,"2,000 ppb"
2174,Mayfair Moorage Inc.,Fluoride,0.164 ppm,,4 ppm
2175,Mayfair Moorage Inc.,None,,,
2176,Palatine Hill Water District,Arsenic*,0.420 ppb,0.004 ppb,10 ppb
2177,Palatine Hill Water District,Haloacetic acids (HAA5)†,32.8 ppb,0.1 ppb,60 ppb
2178,Palatine Hill Water District,Haloacetic acids (HAA9)*†,30.6 ppb,0.06 ppb,
2179,Palatine Hill Water District,Total trihalomethanes (TTHMs)†,50.3 ppb,0.15 ppb,80 ppb
2180,Palatine Hill Water District,Barium*,5.23 ppb,700 ppb,"2,000 ppb"
2181,Palatine Hill Water District,Chlorate*,317.5 ppb,210 ppb,
2182,Palatine Hill Water District,Chromium (hexavalent)*,0.0362 ppb,0.02 ppb,
2183,Palatine Hill Water District,Chromium (total)*,0.0430 ppb,,100 ppb
2184,Palatine Hill Water District,Fluoride*,0.0767 ppm,,4 ppm
2185,Palatine Hill Water District,Manganese*,17.3 ppb,100 ppb,
2186,Palatine Hill Water District,Nitrate*,0.111 ppm,0.14 ppm,10 ppm
2187,Palatine Hill Water District,Nitrate and nitrite*,0.111 ppm,0.14 ppm,10 ppm
2188,Palatine Hill Water District,Strontium*,0.0260 ppb,"1,500 ppb",
2189,Palatine Hill Water District,Vanadium*,0.764 ppb,21 ppb,
2190,Sigler Cove Marina,Barium,6.90 ppb,700 ppb,"2,000 ppb"
2191,Sigler Cove Marina,Fluoride,0.320 ppm,,4 ppm
2192,Sigler Cove Marina,Nitrate,0.129 ppm,0.14 ppm,10 ppm
2193,Sigler Cove Marina,Nitrate and nitrite,0.0101 ppm,0.14 ppm,10 ppm
2194,Sigler Cove Marina,Nitrite,0.0101 ppm,,1 ppm
2195,Sigler Cove Marina,None,,,
2196,Pleasant Home Water District,Arsenic*,0.420 ppb,0.004 ppb,10 ppb
2197,Pleasant Home Water District,Haloacetic acids (HAA5)†,27.6 ppb,0.1 ppb,60 ppb
2198,Pleasant Home Water District,Haloacetic acids (HAA9)*†,30.6 ppb,0.06 ppb,
2199,Pleasant Home Water District,Total trihalomethanes (TTHMs)†,31.9 ppb,0.15 ppb,80 ppb
2200,Pleasant Home Water District,Barium*,5.23 ppb,700 ppb,"2,000 ppb"
2201,Pleasant Home Water District,Chlorate*,317.5 ppb,210 ppb,
2202,Pleasant Home Water District,Chromium (hexavalent)*,0.0362 ppb,0.02 ppb,
2203,Pleasant Home Water District,Chromium (total)*,0.0430 ppb,,100 ppb
2204,Pleasant Home Water District,Fluoride*,0.0767 ppm,,4 ppm
2205,Pleasant Home Water District,Manganese*,17.3 ppb,100 ppb,
2206,Pleasant Home Water District,Nitrate*,0.111 ppm,0.14 ppm,10 ppm
2207,Pleasant Home Water District,Nitrate and nitrite*,0.111 ppm,0.14 ppm,10 ppm
2208,Pleasant Home Water District,Strontium*,0.0260 ppb,"1,500 ppb",
2209,Pleasant Home Water District,Vanadium*,0.764 ppb,21 ppb,
2210,Rocky Pointe Marina,Arsenic,3.00 ppb,0.004 ppb,10 ppb
2211,Rocky Pointe Marina,Haloacetic acids (HAA5)†,1.25 ppb,0.1 ppb,60 ppb
2212,Rocky Pointe Marina,Total trihalomethanes (TTHMs)†,5.05 ppb,0.15 ppb,80 ppb
2213,Rocky Pointe Marina,Barium,0.550 ppb,700 ppb,"2,000 ppb"
2214,Rocky Pointe Marina,Fluoride,0.120 ppm,,4 ppm
2215,Rocky Pointe Marina,None,,,
2216,Sandy Boulevard Mobile Villa,None,,,
2217,Sauvie Island Moorage,Arsenic,5.00 ppb,0.004 ppb,10 ppb
2218,Sauvie Island Moorage,Nitrate,0.0798 ppm,0.14 ppm,10 ppm
