,Utility name,City,People served,Zip
18,Sauvie Island Moorage,Portland,Population served: 96,97208
19,Terrand Mobile Terrace,Silverton,Population served: 71,97208
20,Valley View Water District,Newberg,"Population served: 1,034",97208
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97208
0,Burlington Water District,Newberg,Population served: 340,97209
1,Wapato Moorage Association,Portland,Population served: 74,97209
2,Manna House Church,Portland,Population served: 300,97209
3,City of Troutdale,Troutdale,"Population served: 16,020",97209
4,Corbett Water District,Corbett,"Population served: 3,300",97209
5,Cty of Gresham,Gresham,"Population served: 73,932",97209
6,"Fairview, City of",Fairview,"Population served: 9,176",97209
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97209
8,Lorna Portland Water LLC,Newberg,Population served: 200,97209
9,Lusted Water District,Gresham,"Population served: 1,200",97209
10,Mayfair Moorage Inc.,Portland,Population served: 28,97209
11,Palatine Hill Water District,Portland,"Population served: 1,500",97209
12,Sigler Cove Marina,Scappoose,Population served: 150,97209
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97209
14,Portland Water Bureau,Portland,"Population served: 614,059",97209
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97209
16,Rocky Pointe Marina,Portland,Population served: 125,97209
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97209
18,Sauvie Island Moorage,Portland,Population served: 96,97209
19,Terrand Mobile Terrace,Silverton,Population served: 71,97209
20,Valley View Water District,Newberg,"Population served: 1,034",97209
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97209
0,Portland Water Bureau,"Portland, OR","Population served:614,059",97210
1,Joint Water Commission,"Hillsboro, OR","Population served:397,769",97210
2,Tualatin Valley Water District,"Beaverton, OR","Population served:222,000",97210
3,City of Hillsboro,"Hillsboro, OR","Population served:88,243",97210
4,City of Beaverton,"Beaverton, OR","Population served:70,000",97210
5,Cty of Gresham,"Gresham, OR","Population served:73,932",97210
6,Rockwood People's Utilities Department,"Portland, OR","Population served:61,082",97210
7,City of Tigard,"Tigard, OR","Population served:60,236",97210
8,City of Tualatin,"Tualatin, OR","Population served:26,879",97210
9,City of Forest Grove,"Forest Grove, OR","Population served:23,080",97210
0,Burlington Water District,Newberg,Population served: 340,97211
1,Wapato Moorage Association,Portland,Population served: 74,97211
2,Manna House Church,Portland,Population served: 300,97211
3,City of Troutdale,Troutdale,"Population served: 16,020",97211
4,Corbett Water District,Corbett,"Population served: 3,300",97211
5,Cty of Gresham,Gresham,"Population served: 73,932",97211
6,"Fairview, City of",Fairview,"Population served: 9,176",97211
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97211
8,Lorna Portland Water LLC,Newberg,Population served: 200,97211
9,Lusted Water District,Gresham,"Population served: 1,200",97211
10,Mayfair Moorage Inc.,Portland,Population served: 28,97211
11,Palatine Hill Water District,Portland,"Population served: 1,500",97211
12,Sigler Cove Marina,Scappoose,Population served: 150,97211
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97211
14,Portland Water Bureau,Portland,"Population served: 614,059",97211
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97211
16,Rocky Pointe Marina,Portland,Population served: 125,97211
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97211
18,Sauvie Island Moorage,Portland,Population served: 96,97211
19,Terrand Mobile Terrace,Silverton,Population served: 71,97211
20,Valley View Water District,Newberg,"Population served: 1,034",97211
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97211
0,Burlington Water District,Newberg,Population served: 340,97212
1,Wapato Moorage Association,Portland,Population served: 74,97212
2,Manna House Church,Portland,Population served: 300,97212
3,City of Troutdale,Troutdale,"Population served: 16,020",97212
4,Corbett Water District,Corbett,"Population served: 3,300",97212
5,Cty of Gresham,Gresham,"Population served: 73,932",97212
6,"Fairview, City of",Fairview,"Population served: 9,176",97212
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97212
8,Lorna Portland Water LLC,Newberg,Population served: 200,97212
9,Lusted Water District,Gresham,"Population served: 1,200",97212
10,Mayfair Moorage Inc.,Portland,Population served: 28,97212
11,Palatine Hill Water District,Portland,"Population served: 1,500",97212
12,Sigler Cove Marina,Scappoose,Population served: 150,97212
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97212
14,Portland Water Bureau,Portland,"Population served: 614,059",97212
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97212
16,Rocky Pointe Marina,Portland,Population served: 125,97212
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97212
18,Sauvie Island Moorage,Portland,Population served: 96,97212
19,Terrand Mobile Terrace,Silverton,Population served: 71,97212
20,Valley View Water District,Newberg,"Population served: 1,034",97212
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97212
0,Burlington Water District,Newberg,Population served: 340,97213
1,Wapato Moorage Association,Portland,Population served: 74,97213
2,Manna House Church,Portland,Population served: 300,97213
3,City of Troutdale,Troutdale,"Population served: 16,020",97213
4,Corbett Water District,Corbett,"Population served: 3,300",97213
5,Cty of Gresham,Gresham,"Population served: 73,932",97213
6,"Fairview, City of",Fairview,"Population served: 9,176",97213
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97213
8,Lorna Portland Water LLC,Newberg,Population served: 200,97213
9,Lusted Water District,Gresham,"Population served: 1,200",97213
10,Mayfair Moorage Inc.,Portland,Population served: 28,97213
11,Palatine Hill Water District,Portland,"Population served: 1,500",97213
12,Sigler Cove Marina,Scappoose,Population served: 150,97213
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97213
14,Portland Water Bureau,Portland,"Population served: 614,059",97213
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97213
16,Rocky Pointe Marina,Portland,Population served: 125,97213
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97213
18,Sauvie Island Moorage,Portland,Population served: 96,97213
19,Terrand Mobile Terrace,Silverton,Population served: 71,97213
20,Valley View Water District,Newberg,"Population served: 1,034",97213
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97213
0,Burlington Water District,Newberg,Population served: 340,97214
1,Wapato Moorage Association,Portland,Population served: 74,97214
2,Manna House Church,Portland,Population served: 300,97214
3,City of Troutdale,Troutdale,"Population served: 16,020",97214
4,Corbett Water District,Corbett,"Population served: 3,300",97214
5,Cty of Gresham,Gresham,"Population served: 73,932",97214
6,"Fairview, City of",Fairview,"Population served: 9,176",97214
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97214
8,Lorna Portland Water LLC,Newberg,Population served: 200,97214
9,Lusted Water District,Gresham,"Population served: 1,200",97214
10,Mayfair Moorage Inc.,Portland,Population served: 28,97214
11,Palatine Hill Water District,Portland,"Population served: 1,500",97214
12,Sigler Cove Marina,Scappoose,Population served: 150,97214
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97214
14,Portland Water Bureau,Portland,"Population served: 614,059",97214
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97214
16,Rocky Pointe Marina,Portland,Population served: 125,97214
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97214
18,Sauvie Island Moorage,Portland,Population served: 96,97214
19,Terrand Mobile Terrace,Silverton,Population served: 71,97214
20,Valley View Water District,Newberg,"Population served: 1,034",97214
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97214
0,Burlington Water District,Newberg,Population served: 340,97215
1,Wapato Moorage Association,Portland,Population served: 74,97215
2,Manna House Church,Portland,Population served: 300,97215
3,City of Troutdale,Troutdale,"Population served: 16,020",97215
4,Corbett Water District,Corbett,"Population served: 3,300",97215
5,Cty of Gresham,Gresham,"Population served: 73,932",97215
6,"Fairview, City of",Fairview,"Population served: 9,176",97215
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97215
8,Lorna Portland Water LLC,Newberg,Population served: 200,97215
9,Lusted Water District,Gresham,"Population served: 1,200",97215
10,Mayfair Moorage Inc.,Portland,Population served: 28,97215
11,Palatine Hill Water District,Portland,"Population served: 1,500",97215
12,Sigler Cove Marina,Scappoose,Population served: 150,97215
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97215
14,Portland Water Bureau,Portland,"Population served: 614,059",97215
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97215
16,Rocky Pointe Marina,Portland,Population served: 125,97215
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97215
18,Sauvie Island Moorage,Portland,Population served: 96,97215
19,Terrand Mobile Terrace,Silverton,Population served: 71,97215
20,Valley View Water District,Newberg,"Population served: 1,034",97215
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97215
0,Burlington Water District,Newberg,Population served: 340,97216
1,Wapato Moorage Association,Portland,Population served: 74,97216
2,Manna House Church,Portland,Population served: 300,97216
3,City of Troutdale,Troutdale,"Population served: 16,020",97216
4,Corbett Water District,Corbett,"Population served: 3,300",97216
5,Cty of Gresham,Gresham,"Population served: 73,932",97216
6,"Fairview, City of",Fairview,"Population served: 9,176",97216
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97216
8,Lorna Portland Water LLC,Newberg,Population served: 200,97216
9,Lusted Water District,Gresham,"Population served: 1,200",97216
10,Mayfair Moorage Inc.,Portland,Population served: 28,97216
11,Palatine Hill Water District,Portland,"Population served: 1,500",97216
12,Sigler Cove Marina,Scappoose,Population served: 150,97216
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97216
14,Portland Water Bureau,Portland,"Population served: 614,059",97216
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97216
16,Rocky Pointe Marina,Portland,Population served: 125,97216
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97216
18,Sauvie Island Moorage,Portland,Population served: 96,97216
19,Terrand Mobile Terrace,Silverton,Population served: 71,97216
20,Valley View Water District,Newberg,"Population served: 1,034",97216
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97216
0,Burlington Water District,Newberg,Population served: 340,97217
1,Wapato Moorage Association,Portland,Population served: 74,97217
2,Manna House Church,Portland,Population served: 300,97217
3,City of Troutdale,Troutdale,"Population served: 16,020",97217
4,Corbett Water District,Corbett,"Population served: 3,300",97217
5,Cty of Gresham,Gresham,"Population served: 73,932",97217
6,"Fairview, City of",Fairview,"Population served: 9,176",97217
7,Interlachen Water People's Utility District,Fairview,Population served: 360,97217
8,Lorna Portland Water LLC,Newberg,Population served: 200,97217
9,Lusted Water District,Gresham,"Population served: 1,200",97217
10,Mayfair Moorage Inc.,Portland,Population served: 28,97217
11,Palatine Hill Water District,Portland,"Population served: 1,500",97217
12,Sigler Cove Marina,Scappoose,Population served: 150,97217
13,Pleasant Home Water District,Gresham,"Population served: 1,510",97217
14,Portland Water Bureau,Portland,"Population served: 614,059",97217
15,Rockwood People's Utilities Department,Portland,"Population served: 61,082",97217
16,Rocky Pointe Marina,Portland,Population served: 125,97217
17,Sandy Boulevard Mobile Villa,Fairview,Population served: 225,97217
18,Sauvie Island Moorage,Portland,Population served: 96,97217
19,Terrand Mobile Terrace,Silverton,Population served: 71,97217
20,Valley View Water District,Newberg,"Population served: 1,034",97217
21,"Wood Village, City of",Wood Village,"Population served: 3,907",97217
0,Burlington Water District,Newberg,Population served: 340,97218
1,Wapato Moorage Association,Portland,Population served: 74,97218
2,Manna House Church,Portland,Population served: 300,97218
3,City of Troutdale,Troutdale,"Population served: 16,020",97218
4,Corbett Water District,Corbett,"Population served: 3,300",97218
5,Cty of Gresham,Gresham,"Population served: 73,932",97218
